date,size,
2011/1/10 12:19:50,0.279787664,
2011/1/10 12:20:20,0.284374335,
2011/1/10 12:20:50,0.288960892,
2011/1/10 12:21:20,0.293547468,
2011/1/10 12:21:50,0.298134111,
2011/1/10 12:22:20,0.302720745,
2011/1/10 12:22:50,0.307307292,
2011/1/10 12:23:20,0.311893934,
2011/1/10 12:23:50,0.31648057,
2011/1/10 12:24:20,0.321067093,
2011/1/10 12:24:50,0.325653692,
2011/1/10 12:25:20,0.330240274,
2011/1/10 12:25:50,0.334826849,
2011/1/10 12:26:20,0.3394134,
2011/1/10 12:26:50,0.344000051,
2011/1/10 12:27:20,0.348586636,
2011/1/10 12:27:50,0.353173326,
2011/1/10 12:28:20,0.35775995,
2011/1/10 12:28:50,0.36234663,
2011/1/10 12:29:20,0.36693328,
2011/1/10 12:29:50,0.371519938,
2011/1/10 12:30:20,0.376106575,
2011/1/10 12:30:50,0.380693632,
2011/1/10 12:31:20,0.385279888,
2011/1/10 12:31:50,0.389866523,
2011/1/10 12:32:20,0.394453191,
2011/1/10 12:32:50,0.399039894,
2011/1/10 12:33:20,0.403626496,
2011/1/10 12:33:51,0.408213043,
2011/1/10 12:34:21,0.412799684,
2011/1/10 12:34:51,0.417386365,
2011/1/10 12:35:21,0.421972903,
2011/1/10 12:35:51,0.426559522,
2011/1/10 12:36:21,0.431146128,
2011/1/10 12:36:51,0.435732732,
2011/1/10 12:37:21,0.440319374,
2011/1/10 12:37:51,0.444905936,
2011/1/10 12:38:21,0.449492562,
2011/1/10 12:38:51,0.454079172,
2011/1/10 12:39:21,0.458665851,
2011/1/10 12:39:51,0.463252495,
2011/1/10 12:40:21,0.467839126,
2011/1/10 12:40:51,0.472425781,
2011/1/10 12:41:21,0.47701242,
2011/1/10 12:41:51,0.481599046,
2011/1/10 12:42:21,0.486185641,
2011/1/10 12:42:51,0.490772632,
2011/1/10 12:43:21,0.495358903,
2011/1/10 12:43:51,0.499945555,
2011/1/10 12:44:21,0.504532238,
2011/1/10 12:44:51,0.509118976,
2011/1/10 12:45:21,0.513705356,
2011/1/10 12:45:51,0.518291086,
2011/1/10 12:46:21,0.522876888,
2011/1/10 12:46:51,0.527462679,
2011/1/10 12:47:21,0.532048609,
2011/1/10 12:47:51,0.536635263,
2011/1/10 12:48:21,0.541221845,
2011/1/10 12:48:51,0.545808393,
2011/1/10 12:49:21,0.550395042,
2011/1/10 12:49:51,0.554981549,
2011/1/10 12:50:21,0.559568153,
2011/1/10 12:50:51,0.564154776,
2011/1/10 12:51:21,0.56874139,
2011/1/10 12:51:51,0.573328005,
2011/1/10 12:52:21,0.577914703,
2011/1/10 12:52:51,0.582501337,
2011/1/10 12:53:21,0.587087955,
2011/1/10 12:53:51,0.591674606,
2011/1/10 12:54:18,0.595817146,
2011/1/10 12:54:48,0.595817146,
2011/1/10 12:55:18,0.595817146,
2011/1/10 12:55:48,0.595817146,
2011/1/10 12:56:18,0.595817146,
2011/1/10 12:56:19,0.595817146,
2011/1/10 12:56:19,0.595995873,
2011/1/10 12:56:21,0.596471376,
2011/1/10 12:56:24,0.597172209,
2011/1/10 12:56:28,0.598088373,
2011/1/10 12:56:33,0.599221952,
2011/1/10 12:56:40,0.600597116,
2011/1/10 12:56:49,0.602281192,
2011/1/10 12:57:01,0.604449971,
2011/1/10 12:57:19,0.607427992,
2011/1/10 12:57:51,0.61213292,
2011/1/10 12:58:52,0.620372091,
2011/1/10 13:00:32,0.632498429,
2011/1/10 13:02:40,0.646299808,
2011/1/10 13:05:14,0.660708588,
2011/1/10 13:08:21,0.675624238,
2011/1/10 13:12:17,0.69112401,
2011/1/10 13:17:26,0.707170424,
2011/1/10 13:24:58,0.724233153,
2011/1/10 13:38:40,0.743642892,
2011/1/10 13:44:32,0.749171301,
2011/1/10 13:45:02,0.749171301,
2011/1/10 13:45:32,0.749171301,
2011/1/10 13:45:32,0.749171301,
2011/1/10 13:45:37,0.74917216,
2011/1/10 13:46:07,0.74917216,
2011/1/10 13:46:37,0.74917216,
2011/1/10 13:47:07,0.74917216,
2011/1/10 13:47:37,0.74917216,
2011/1/10 13:48:07,0.74917216,
2011/1/10 13:48:37,0.74917216,
2011/1/10 13:49:07,0.74917216,
2011/1/10 13:49:37,0.74917216,
2011/1/10 13:50:07,0.74917216,
2011/1/10 13:50:37,0.74917216,
2011/1/10 13:51:07,0.74917216,
2011/1/10 13:51:38,0.74917216,
2011/1/10 13:52:08,0.74917216,
2011/1/10 13:52:38,0.74917216,
2011/1/10 13:53:08,0.74917216,
2011/1/10 13:53:38,0.74917216,
2011/1/10 13:54:08,0.74917216,
2011/1/10 13:54:38,0.74917216,
2011/1/10 13:55:08,0.74917216,
2011/1/10 13:55:38,0.74917216,
2011/1/10 13:56:08,0.74917216,
2011/1/10 13:56:38,0.74917216,
2011/1/10 13:57:08,0.74917216,
2011/1/10 13:57:38,0.74917216,
2011/1/10 13:58:08,0.74917216,
2011/1/10 13:58:38,0.74917216,
2011/1/10 13:59:08,0.74917216,
2011/1/10 13:59:38,0.74917216,
2011/1/10 14:00:08,0.74917216,
2011/1/10 14:00:38,0.74917216,
2011/1/10 14:01:08,0.74917216,
2011/1/10 14:01:38,0.74917216,
2011/1/10 14:02:08,0.74917216,
2011/1/10 14:02:38,0.74917216,
2011/1/10 14:03:08,0.74917216,
2011/1/10 14:03:38,0.74917216,
2011/1/10 14:04:08,0.74917216,
2011/1/10 14:04:38,0.74917216,
2011/1/10 14:05:08,0.74917216,
2011/1/10 14:05:38,0.74917216,
2011/1/10 14:06:08,0.74917216,
2011/1/10 14:06:38,0.74917216,
2011/1/10 14:07:08,0.74917216,
2011/1/10 14:07:38,0.74917216,
2011/1/10 14:08:08,0.74917216,
2011/1/10 14:08:38,0.74917216,
2011/1/10 14:09:08,0.74917216,
2011/1/10 14:09:38,0.74917216,
2011/1/10 14:10:08,0.74917216,
2011/1/10 14:10:38,0.74917216,
2011/1/10 14:11:08,0.74917216,
2011/1/10 14:11:38,0.74917216,
2011/1/10 14:12:08,0.74917216,
2011/1/10 14:12:38,0.74917216,
2011/1/10 14:13:08,0.74917216,
2011/1/10 14:13:38,0.74917216,
2011/1/10 14:14:08,0.74917216,
2011/1/10 14:14:38,0.74917216,
2011/1/10 14:15:08,0.74917216,
2011/1/10 14:15:38,0.74917216,
2011/1/10 14:16:08,0.74917216,
2011/1/10 14:16:38,0.74917216,
2011/1/10 14:17:08,0.74917216,
2011/1/10 14:17:38,0.74917216,
2011/1/10 14:18:08,0.74917216,
2011/1/10 14:18:38,0.74917216,
2011/1/10 14:19:08,0.74917216,
2011/1/10 14:19:38,0.74917216,
2011/1/10 14:20:08,0.74917216,
2011/1/10 14:20:38,0.74917216,
2011/1/10 14:21:08,0.74917216,
2011/1/10 14:21:38,0.74917216,
2011/1/10 14:22:08,0.74917216,
2011/1/10 14:22:38,0.74917216,
2011/1/10 14:23:08,0.74917216,
2011/1/10 14:23:38,0.74917216,
2011/1/10 14:24:09,0.74917216,
2011/1/10 14:24:39,0.74917216,
2011/1/10 14:25:09,0.74917216,
2011/1/10 14:25:39,0.74917216,
2011/1/10 14:26:09,0.74917216,
2011/1/10 14:26:39,0.74917216,
2011/1/10 14:27:09,0.74917216,
2011/1/10 14:27:39,0.74917216,
2011/1/10 14:28:09,0.74917216,
2011/1/10 14:28:20,0.74917216,
2011/1/10 14:29:20,0.74917216,
2011/1/10 14:29:20,0.74917216,
2011/1/10 14:29:25,0.749172973,
2011/1/10 14:29:55,0.749172973,
2011/1/10 14:30:25,0.749172973,
2011/1/10 14:30:55,0.749172973,
2011/1/10 14:31:25,0.749172973,
2011/1/10 14:31:56,0.753759551,
2011/1/10 14:32:26,0.75834615,
2011/1/10 14:32:56,0.762932686,
2011/1/10 14:33:26,0.767519273,
2011/1/10 14:33:56,0.772105836,
2011/1/10 14:34:26,0.776692392,
2011/1/10 14:34:56,0.781278929,
2011/1/10 14:35:26,0.785865471,
2011/1/10 14:35:56,0.790451987,
2011/1/10 14:36:26,0.795038526,
2011/1/10 14:36:56,0.799624958,
2011/1/10 14:37:26,0.804211417,
2011/1/10 14:37:56,0.808797931,
2011/1/10 14:38:26,0.813384814,
2011/1/10 14:38:56,0.817971057,
2011/1/10 14:39:26,0.822557524,
2011/1/10 14:39:56,0.82714406,
2011/1/10 14:40:26,0.831730608,
2011/1/10 14:40:56,0.83631709,
2011/1/10 14:41:26,0.840903633,
2011/1/10 14:41:56,0.845490223,
2011/1/10 14:42:26,0.850076732,
2011/1/10 14:42:56,0.854663356,
2011/1/10 14:43:26,0.859249973,
2011/1/10 14:43:56,0.863836561,
2011/1/10 14:44:26,0.868423125,
2011/1/10 14:44:56,0.873009727,
2011/1/10 14:45:26,0.877596301,
2011/1/10 14:45:56,0.882182898,
2011/1/10 14:46:26,0.886769457,
2011/1/10 14:46:56,0.891356013,
2011/1/10 14:47:26,0.895942566,
2011/1/10 14:47:56,0.900529099,
2011/1/10 14:48:26,0.905115619,
2011/1/10 14:48:56,0.909702193,
2011/1/10 14:49:26,0.914288768,
2011/1/10 14:49:56,0.918875388,
2011/1/10 14:50:26,0.923461893,
2011/1/10 14:50:56,0.928048559,
2011/1/10 14:51:26,0.932635182,
2011/1/10 14:51:56,0.937221848,
2011/1/10 14:52:26,0.94180847,
2011/1/10 14:52:56,0.946395033,
2011/1/10 14:53:26,0.950981611,
2011/1/10 14:53:56,0.955568151,
2011/1/10 14:54:26,0.960154777,
2011/1/10 14:54:56,0.964741312,
2011/1/10 14:55:26,0.969327915,
2011/1/10 14:55:56,0.973914532,
2011/1/10 14:56:26,0.978501494,
2011/1/10 14:56:56,0.983088859,
2011/1/10 14:57:26,0.987676242,
2011/1/10 14:57:56,0.992263783,
2011/1/10 14:58:26,0.996850738,
2011/1/10 14:58:56,1.0014354,
2011/1/10 14:59:26,1.006021597,
2011/1/10 14:59:56,1.010608141,
2011/1/10 15:00:26,1.01519471,
2011/1/10 15:00:56,1.019781246,
2011/1/10 15:01:26,1.024367906,
2011/1/10 15:01:57,1.028954516,
2011/1/10 15:02:27,1.03354118,
2011/1/10 15:02:57,1.038127702,
2011/1/10 15:03:27,1.042714162,
2011/1/10 15:03:57,1.047300687,
2011/1/10 15:04:27,1.051887237,
2011/1/10 15:04:57,1.056473877,
2011/1/10 15:05:27,1.061060367,
2011/1/10 15:05:57,1.065646948,
2011/1/10 15:06:27,1.070233584,
2011/1/10 15:06:57,1.074820137,
2011/1/10 15:07:27,1.079406725,
2011/1/10 15:07:57,1.083993295,
2011/1/10 15:08:27,1.088579886,
2011/1/10 15:08:57,1.093166476,
2011/1/10 15:09:27,1.097753115,
2011/1/10 15:09:57,1.102339709,
2011/1/10 15:10:27,1.106926299,
2011/1/10 15:10:57,1.1115133,
2011/1/10 15:11:27,1.116099547,
2011/1/10 15:11:57,1.120686221,
2011/1/10 15:12:27,1.125272733,
2011/1/10 15:12:57,1.129858576,
2011/1/10 15:13:27,1.134444312,
2011/1/10 15:13:57,1.139030248,
2011/1/10 15:14:27,1.143615995,
2011/1/10 15:14:57,1.148201744,
2011/1/10 15:15:27,1.152787547,
2011/1/10 15:15:57,1.15737401,
2011/1/10 15:16:27,1.161960664,
2011/1/10 15:16:57,1.166547357,
2011/1/10 15:17:27,1.171134063,
2011/1/10 15:17:57,1.175720795,
2011/1/10 15:18:27,1.180307528,
2011/1/10 15:18:57,1.184894252,
2011/1/10 15:19:27,1.189481032,
2011/1/10 15:19:57,1.194067877,
2011/1/10 15:20:27,1.198654615,
2011/1/10 15:20:57,1.203241288,
2011/1/10 15:21:27,1.207827962,
2011/1/10 15:21:57,1.212414662,
2011/1/10 15:22:27,1.21700138,
2011/1/10 15:22:57,1.221588068,
2011/1/10 15:23:27,1.226174785,
2011/1/10 15:23:57,1.230761479,
2011/1/10 15:24:27,1.235348146,
2011/1/10 15:24:57,1.239934879,
2011/1/10 15:25:27,1.244521567,
2011/1/10 15:25:57,1.249108234,
2011/1/10 15:26:27,1.253695003,
2011/1/10 15:26:57,1.258281741,
2011/1/10 15:27:27,1.262868445,
2011/1/10 15:27:57,1.267455181,
2011/1/10 15:28:27,1.272041846,
2011/1/10 15:28:57,1.276628548,
2011/1/10 15:29:27,1.281215237,
2011/1/10 15:29:57,1.285801915,
2011/1/10 15:30:27,1.290388652,
2011/1/10 15:30:57,1.294975433,
2011/1/10 15:31:27,1.299560012,
2011/1/10 15:31:57,1.304146382,
2011/1/10 15:32:27,1.308733102,
2011/1/10 15:32:57,1.313319864,
2011/1/10 15:33:27,1.31790665,
2011/1/10 15:33:57,1.322493338,
2011/1/10 15:34:28,1.327079986,
2011/1/10 15:34:58,1.331666683,
2011/1/10 15:35:28,1.336253404,
2011/1/10 15:35:58,1.340840126,
2011/1/10 15:36:28,1.34542682,
2011/1/10 15:36:58,1.350013491,
2011/1/10 15:37:28,1.35460019,
2011/1/10 15:37:58,1.359186898,
2011/1/10 15:38:28,1.363773484,
2011/1/10 15:38:58,1.368360206,
2011/1/10 15:39:28,1.372946855,
2011/1/10 15:39:58,1.377533531,
2011/1/10 15:40:28,1.382120255,
2011/1/10 15:40:48,1.385293482,
2011/1/10 15:41:19,1.385293482,
2011/1/10 15:41:49,1.385293482,
2011/1/10 15:42:19,1.385293482,
2011/1/10 15:42:49,1.385293482,
2011/1/10 15:42:49,1.385293483,
2011/1/10 15:42:49,1.385464019,
2011/1/10 15:42:51,1.385932391,
2011/1/10 15:42:54,1.386619251,
2011/1/10 15:42:58,1.387522562,
2011/1/10 15:43:03,1.388635872,
2011/1/10 15:43:10,1.390002512,
2011/1/10 15:43:18,1.391676662,
2011/1/10 15:43:30,1.393821304,
2011/1/10 15:43:48,1.396756251,
2011/1/10 15:44:19,1.401289759,
2011/1/10 15:45:18,1.409238165,
2011/1/10 15:46:54,1.421002401,
2011/1/10 15:49:01,1.434712627,
2011/1/10 15:51:34,1.449010736,
2011/1/10 15:54:39,1.463847874,
2011/1/10 15:58:26,1.478825608,
2011/1/10 16:03:24,1.49437225,
2011/1/10 16:10:32,1.510664603,
2011/1/10 16:23:20,1.528952807,
2011/1/10 16:29:15,1.534534895,
2011/1/10 16:29:45,1.534534895,
2011/1/10 16:30:15,1.534534895,
2011/1/10 16:30:15,1.534534932,
2011/1/10 16:30:20,1.534535796,
2011/1/10 16:30:50,1.534535796,
2011/1/10 16:31:20,1.534535796,
2011/1/10 16:31:50,1.534535796,
2011/1/10 16:32:20,1.534535796,
2011/1/10 16:32:50,1.534535796,
2011/1/10 16:33:20,1.534535796,
2011/1/10 16:33:50,1.534535796,
2011/1/10 16:34:20,1.534535796,
2011/1/10 16:34:50,1.534535796,
2011/1/10 16:35:20,1.534535796,
2011/1/10 16:35:50,1.534535796,
2011/1/10 16:36:20,1.534535796,
2011/1/10 16:36:50,1.534535796,
2011/1/10 16:37:20,1.534535796,
2011/1/10 16:37:50,1.534535796,
2011/1/10 16:38:20,1.534535796,
2011/1/10 16:38:50,1.534535796,
2011/1/10 16:39:20,1.534535796,
2011/1/10 16:39:50,1.534535796,
2011/1/10 16:40:20,1.534535796,
2011/1/10 16:40:51,1.534535796,
2011/1/10 16:41:21,1.534535796,
2011/1/10 16:41:51,1.534535796,
2011/1/10 16:42:21,1.534535796,
2011/1/10 16:42:51,1.534535796,
2011/1/10 16:43:21,1.534535796,
2011/1/10 16:43:51,1.534535796,
2011/1/10 16:44:21,1.534535796,
2011/1/10 16:44:51,1.534535796,
2011/1/10 16:45:21,1.534535796,
2011/1/10 16:45:51,1.534535796,
2011/1/10 16:46:21,1.534535796,
2011/1/10 16:46:51,1.534535796,
2011/1/10 16:47:21,1.534535796,
2011/1/10 16:47:51,1.534535796,
2011/1/10 16:48:21,1.534535796,
2011/1/10 16:48:51,1.534535796,
2011/1/10 16:49:21,1.534535796,
2011/1/10 16:49:51,1.534535796,
2011/1/10 16:50:21,1.534535796,
2011/1/10 16:50:51,1.534535796,
2011/1/10 16:51:21,1.534535796,
2011/1/10 16:51:51,1.534535796,
2011/1/10 16:52:21,1.534535796,
2011/1/10 16:52:51,1.534535796,
2011/1/10 16:53:21,1.534535796,
2011/1/10 16:53:51,1.534535796,
2011/1/10 16:54:21,1.534535796,
2011/1/10 16:54:51,1.534535796,
2011/1/10 16:55:21,1.534535796,
2011/1/10 16:55:51,1.534535796,
2011/1/10 16:56:21,1.534535796,
2011/1/10 16:56:51,1.534535796,
2011/1/10 16:57:21,1.534535796,
2011/1/10 16:57:51,1.534535796,
2011/1/10 16:58:21,1.534535796,
2011/1/10 16:58:51,1.534535796,
2011/1/10 16:59:21,1.534535796,
2011/1/10 16:59:51,1.534535796,
2011/1/10 17:00:21,1.534535796,
2011/1/10 17:00:51,1.534535796,
2011/1/10 17:01:21,1.534535796,
2011/1/10 17:01:51,1.534535796,
2011/1/10 17:02:21,1.534535796,
2011/1/10 17:02:51,1.534535796,
2011/1/10 17:03:21,1.534535796,
2011/1/10 17:03:51,1.534535796,
2011/1/10 17:04:21,1.534535796,
2011/1/10 17:04:51,1.534535796,
2011/1/10 17:05:21,1.534535796,
2011/1/10 17:05:51,1.534535796,
2011/1/10 17:06:21,1.534535796,
2011/1/10 17:06:51,1.534535796,
2011/1/10 17:07:21,1.534535796,
2011/1/10 17:07:51,1.534535796,
2011/1/10 17:08:21,1.534535796,
2011/1/10 17:08:51,1.534535796,
2011/1/10 17:09:21,1.534535796,
2011/1/10 17:09:51,1.534535796,
2011/1/10 17:10:21,1.534535796,
2011/1/10 17:10:51,1.534535796,
2011/1/10 17:11:21,1.534535796,
2011/1/10 17:11:51,1.534535796,
2011/1/10 17:12:21,1.534535796,
2011/1/10 17:12:32,1.534535796,
2011/1/10 17:13:32,1.534535796,
2011/1/10 17:13:33,1.534535796,
2011/1/10 17:13:38,1.534536581,
2011/1/10 17:14:08,1.534536581,
2011/1/10 17:14:38,1.534536581,
2011/1/10 17:15:08,1.534536581,
2011/1/10 17:15:38,1.534536581,
2011/1/10 17:16:08,1.539123078,
2011/1/10 17:16:38,1.543708971,
2011/1/10 17:17:08,1.548294679,
2011/1/10 17:17:38,1.552880982,
2011/1/10 17:18:08,1.557467369,
2011/1/10 17:18:38,1.562053922,
2011/1/10 17:19:08,1.566640315,
2011/1/10 17:19:38,1.571226755,
2011/1/10 17:20:08,1.575813242,
2011/1/10 17:20:38,1.580399806,
2011/1/10 17:21:08,1.584986223,
2011/1/10 17:21:38,1.589572626,
2011/1/10 17:22:08,1.594159053,
2011/1/10 17:22:38,1.598745567,
2011/1/10 17:23:08,1.603331996,
2011/1/10 17:23:38,1.607918443,
2011/1/10 17:24:08,1.612504839,
2011/1/10 17:24:38,1.617091295,
2011/1/10 17:25:08,1.62167776,
2011/1/10 17:25:38,1.626264157,
2011/1/10 17:26:08,1.63085063,
2011/1/10 17:26:38,1.635437067,
2011/1/10 17:27:08,1.640023601,
2011/1/10 17:27:38,1.644610071,
2011/1/10 17:28:08,1.649196493,
2011/1/10 17:28:38,1.653782992,
2011/1/10 17:29:08,1.658369495,
2011/1/10 17:29:38,1.662955908,
2011/1/10 17:30:08,1.66754252,
2011/1/10 17:30:38,1.672129091,
2011/1/10 17:31:08,1.676715698,
2011/1/10 17:31:38,1.681300024,
2011/1/10 17:32:08,1.685885883,
2011/1/10 17:32:38,1.690472251,
2011/1/10 17:33:08,1.695058748,
2011/1/10 17:33:38,1.699645142,
2011/1/10 17:34:08,1.704231535,
2011/1/10 17:34:39,1.708818945,
2011/1/10 17:35:09,1.713406305,
2011/1/10 17:35:39,1.717993497,
2011/1/10 17:36:09,1.722580832,
2011/1/10 17:36:39,1.727168216,
2011/1/10 17:37:09,1.731755599,
2011/1/10 17:37:39,1.736342336,
2011/1/10 17:38:09,1.74092892,
2011/1/10 17:38:39,1.745515527,
2011/1/10 17:39:09,1.750102177,
2011/1/10 17:39:39,1.754688807,
2011/1/10 17:40:09,1.759275499,
2011/1/10 17:40:39,1.763862014,
2011/1/10 17:41:09,1.768448591,
2011/1/10 17:41:39,1.773035174,
2011/1/10 17:42:09,1.777621796,
2011/1/10 17:42:39,1.782208409,
2011/1/10 17:43:09,1.78679501,
2011/1/10 17:43:39,1.791382002,
2011/1/10 17:44:09,1.795968268,
2011/1/10 17:44:39,1.800554878,
2011/1/10 17:45:09,1.805141609,
2011/1/10 17:45:39,1.809728159,
2011/1/10 17:46:09,1.814314715,
2011/1/10 17:46:39,1.81890123,
2011/1/10 17:47:09,1.823487804,
2011/1/10 17:47:39,1.828074344,
2011/1/10 17:48:09,1.832660885,
2011/1/10 17:48:39,1.837247452,
2011/1/10 17:49:09,1.841833993,
2011/1/10 17:49:39,1.846420526,
2011/1/10 17:50:09,1.851007076,
2011/1/10 17:50:39,1.855593621,
2011/1/10 17:51:09,1.860180135,
2011/1/10 17:51:39,1.864766678,
2011/1/10 17:52:09,1.869353148,
2011/1/10 17:52:39,1.873939691,
2011/1/10 17:53:09,1.878526217,
2011/1/10 17:53:39,1.883112773,
2011/1/10 17:54:09,1.887699342,
2011/1/10 17:54:39,1.892285988,
2011/1/10 17:55:09,1.896872593,
2011/1/10 17:55:39,1.901459134,
2011/1/10 17:56:09,1.906045656,
2011/1/10 17:56:39,1.910632246,
2011/1/10 17:57:09,1.91521885,
2011/1/10 17:57:39,1.919805408,
2011/1/10 17:58:09,1.924392014,
2011/1/10 17:58:39,1.928978506,
2011/1/10 17:59:09,1.933565087,
2011/1/10 17:59:39,1.938151634,
2011/1/10 18:00:09,1.942738173,
2011/1/10 18:00:39,1.947324712,
2011/1/10 18:01:09,1.951911261,
2011/1/10 18:01:39,1.956497849,
2011/1/10 18:02:09,1.961084388,
2011/1/10 18:02:39,1.965670954,
2011/1/10 18:03:09,1.970257498,
2011/1/10 18:03:39,1.974844082,
2011/1/10 18:04:09,1.979428545,
2011/1/10 18:04:39,1.984014676,
2011/1/10 18:05:09,1.98860124,
2011/1/10 18:05:39,1.993187765,
2011/1/10 18:06:09,1.997774278,
2011/1/10 18:06:39,2.002360803,
2011/1/10 18:07:10,2.006947256,
2011/1/10 18:07:40,2.011533713,
2011/1/10 18:08:10,2.016120255,
2011/1/10 18:08:40,2.020706783,
2011/1/10 18:09:10,2.025293357,
2011/1/10 18:09:40,2.029879951,
2011/1/10 18:10:10,2.034466487,
2011/1/10 18:10:40,2.039053054,
2011/1/10 18:11:10,2.04363957,
2011/1/10 18:11:40,2.048226126,
2011/1/10 18:12:10,2.052812646,
2011/1/10 18:12:40,2.057399202,
2011/1/10 18:13:10,2.061985775,
2011/1/10 18:13:40,2.066572333,
2011/1/10 18:14:10,2.071158922,
2011/1/10 18:14:40,2.075745533,
2011/1/10 18:15:10,2.080332135,
2011/1/10 18:15:40,2.084918758,
2011/1/10 18:16:10,2.089505748,
2011/1/10 18:16:40,2.09409191,
2011/1/10 18:17:10,2.098678467,
2011/1/10 18:17:40,2.103264938,
2011/1/10 18:18:10,2.10785145,
2011/1/10 18:18:40,2.112438072,
2011/1/10 18:19:10,2.117024774,
2011/1/10 18:19:40,2.121611313,
2011/1/10 18:20:10,2.126197945,
2011/1/10 18:20:40,2.130784609,
2011/1/10 18:21:10,2.13537126,
2011/1/10 18:21:40,2.139957975,
2011/1/10 18:22:10,2.144544659,
2011/1/10 18:22:40,2.149131338,
2011/1/10 18:23:10,2.15371804,
2011/1/10 18:23:32,2.157146744,
2011/1/10 18:24:03,2.157146782,
2011/1/10 18:24:33,2.157146782,
2011/1/10 18:25:03,2.157146782,
2011/1/10 18:25:33,2.157146782,
2011/1/10 18:25:33,2.157146782,
2011/1/10 18:26:03,2.157146782,
2011/1/10 18:26:33,2.157146782,
2011/1/10 18:26:33,2.157146782,
2011/1/10 18:26:38,2.157147667,
2011/1/10 18:27:08,2.157147667,
2011/1/10 18:27:38,2.157147667,
2011/1/10 18:28:08,2.157147667,
2011/1/10 18:28:38,2.157147667,
2011/1/10 18:29:08,2.157147667,
2011/1/10 18:29:38,2.157147667,
2011/1/10 18:30:08,2.157147667,
2011/1/10 18:30:38,2.157147667,
2011/1/10 18:31:08,2.157147667,
2011/1/10 18:31:38,2.157147667,
2011/1/10 18:32:08,2.157147667,
2011/1/10 18:32:38,2.157147667,
2011/1/10 18:33:08,2.157147667,
2011/1/10 18:33:38,2.157147667,
2011/1/10 18:34:08,2.157147667,
2011/1/10 18:34:38,2.157147667,
2011/1/10 18:35:08,2.157147667,
2011/1/10 18:35:38,2.157147667,
2011/1/10 18:36:08,2.157147667,
2011/1/10 18:36:38,2.157147667,
2011/1/10 18:37:08,2.157147667,
2011/1/10 18:37:38,2.157147667,
2011/1/10 18:38:08,2.157147667,
2011/1/10 18:38:38,2.157147667,
2011/1/10 18:39:08,2.157147667,
2011/1/10 18:39:38,2.157147667,
2011/1/10 18:40:08,2.157147667,
2011/1/10 18:40:38,2.157147667,
2011/1/10 18:41:09,2.157147667,
2011/1/10 18:41:39,2.157147667,
2011/1/10 18:42:09,2.157147667,
2011/1/10 18:42:39,2.157147667,
2011/1/10 18:43:09,2.157147667,
2011/1/10 18:43:39,2.157147667,
2011/1/10 18:44:09,2.157147667,
2011/1/10 18:44:39,2.157147667,
2011/1/10 18:45:09,2.157147667,
2011/1/10 18:45:39,2.157147667,
2011/1/10 18:46:09,2.157147667,
